"","V1","V2","V3"
"1498",0,1,0
"1499",0,1,0
"1500",0,1,0
"1501",0,1,0
"1502",0,1,0
"1503",0,1,0
"1504",0,1,0
"1505",0,1,0
"1506",0,1,0
"1507",0,1,0
"1508",0,1,0
"1509",0,0,1
"1510",0,0,1
"1511",0,0,1
"1512",0,1,0
"1513",0,0,1
"1514",0,0,1
"1515",0,0,1
"1516",0,0,1
"1517",0,0,1
"1518",0,0,1
"1519",0,0,1
"1520",0,0,1
"1521",0,0,1
"1522",0,1,0
"1523",0,1,0
"1524",0,1,0
"1525",0,1,0
"1526",0,1,0
"1527",0,1,0
"1528",0,1,0
"1529",0,1,0
"1530",0,1,0
"1531",0,1,0
"1532",0,1,0
"1533",0,1,0
"1534",0,1,0
"1535",0,1,0
"1536",0,1,0
"1537",0,1,0
"1538",0,1,0
"1539",0,1,0
"1540",0,1,0
"1541",0,1,0
"1542",0,1,0
"1543",0,1,0
"1544",0,1,0
"1545",0,1,0
"1546",0,1,0
"1547",0,1,0
"1548",0,1,0
"1549",0,1,0
"1550",0,1,0
"1551",0,1,0
"1552",0,1,0
"1553",0,1,0
"1554",0,1,0
"1555",0,1,0
"1556",0,1,0
"1557",0,1,0
"1558",0,1,0
"1559",0,1,0
"1560",0,1,0
"1561",0,1,0
"1562",0,1,0
"1563",0,1,0
"1564",0,1,0
"1565",0,1,0
"1566",0,1,0
"1567",0,1,0
"1568",0,1,0
"1569",0,1,0
"1570",0,1,0
"1571",0,1,0
"1572",0,1,0
"1573",0,1,0
"1574",0,1,0
"1575",0,1,0
"1576",0,1,0
"1577",0,1,0
"1578",0,1,0
"1579",0,1,0
"1580",0,1,0
"1581",0,1,0
"1582",0,1,0
"1583",0,0,1
"1584",0,0,1
"1585",0,0,1
"1586",0,0,1
"1587",0,1,0
"1588",0,1,0
"1589",0,0,1
"1590",0,1,0
"1591",0,1,0
"1592",0,1,0
"1593",0,1,0
"1594",0,1,0
"1595",0,1,0
"1596",0,1,0
"1597",0,1,0
"1598",0,1,0
"1599",0,1,0
"1600",0,1,0
"1601",0,1,0
"1602",0,1,0
"1603",0,1,0
"1604",0,1,0
"1605",0,1,0
"1606",0,1,0
"1607",0,1,0
"1608",0,1,0
"1609",0,1,0
"1610",0,1,0
"1611",0,1,0
"1612",0,1,0
"1613",0,1,0
"1614",0,1,0
"1615",0,1,0
"1616",0,1,0
"1617",0,1,0
"1618",0,1,0
"1619",0,1,0
"1620",0,1,0
"1621",0,1,0
"1622",0,1,0
"1623",0,1,0
"1624",0,1,0
"1625",0,1,0
"1626",0,0,1
"1627",0,0,1
"1628",0,0,1
"1629",0,0,1
"1630",0,0,1
"1631",0,0,1
"1632",0,0,1
"1633",0,0,1
"1634",0,0,1
"1635",0,0,1
"1636",0,0,1
"1637",0,0,1
"1638",0,0,1
"1639",0,1,0
"1640",0,1,0
"1641",0,1,0
"1642",0,1,0
"1643",0,1,0
"1644",0,1,0
"1645",0,1,0
"1646",0,1,0
"1647",0,1,0
"1648",0,1,0
"1649",0,1,0
"1650",0,1,0
"1651",0,1,0
"1652",0,1,0
"1653",0,1,0
"1654",0,1,0
"1655",0,1,0
"1656",0,1,0
"1657",0,1,0
"1658",0,0,1
"1659",0,1,0
"1660",0,0,1
"1661",0,0,1
"1662",0,1,0
"1663",0,1,0
"1664",0,0,1
"1665",0,0,1
"1666",0,0,1
"1667",0,0,1
"1668",0,0,1
"1669",0,0,1
"1670",0,0,1
"1671",0,0,1
"1672",0,0,1
"1673",0,0,1
"1674",0,0,1
"1675",0,0,1
"1676",0,0,1
"1677",0,0,1
"1678",0,1,0
"1679",0,1,0
"1680",0,1,0
"1681",0,1,0
"1682",0,1,0
"1683",0,1,0
"1684",0,1,0
"1685",0,1,0
"1686",0,1,0
"1687",0,1,0
"1688",0,1,0
"1689",0,1,0
"1690",0,1,0
"1691",0,1,0
"1692",0,1,0
"1693",0,1,0
"1694",0,1,0
"1695",0,1,0
"1696",0,1,0
"1697",0,1,0
"1698",0,1,0
"1699",0,1,0
"1700",0,1,0
"1701",0,1,0
"1702",0,1,0
"1703",0,1,0
"1704",0,0,1
"1705",0,0,1
"1706",0,0,1
"1707",0,1,0
"1708",0,0,1
"1709",0,1,0
"1710",0,1,0
"1711",0,0,1
"1712",0,0,1
"1713",0,1,0
"1714",0,1,0
"1715",0,1,0
"1716",0,1,0
"1717",0,0,1
"1718",0,0,1
"1719",0,0,1
"1720",0,0,1
"1721",0,0,1
"1722",0,0,1
"1723",0,0,1
"1724",0,0,1
"1725",0,0,1
"1726",0,0,1
"1727",0,0,1
"1728",0,0,1
"1729",0,0,1
"1730",0,1,0
"1731",0,1,0
"1732",0,1,0
"1733",0,1,0
"1734",0,1,0
"1735",0,1,0
"1736",0,1,0
"1737",0,1,0
"1738",0,1,0
"1739",0,1,0
"1740",0,1,0
"1741",0,1,0
"1742",0,1,0
"1743",0,1,0
"1744",0,1,0
"1745",0,1,0
"1746",0,1,0
"1747",0,1,0
"1748",0,1,0
"1749",0,1,0
"1750",0,1,0
"1751",0,1,0
"1752",0,1,0
"1753",0,1,0
"1754",0,1,0
"1755",0,1,0
"1756",0,0,1
"1757",0,0,1
"1758",0,0,1
"1759",0,0,1
"1760",0,1,0
"1761",0,1,0
"1762",0,1,0
"1763",0,0,1
"1764",0,0,1
"1765",0,0,1
"1766",0,0,1
"1767",0,1,0
"1768",0,1,0
"1769",0,0,1
"1770",0,0,1
"1771",0,0,1
"1772",0,0,1
"1773",0,0,1
"1774",0,0,1
"1775",0,0,1
"1776",0,0,1
"1777",0,0,1
"1778",0,0,1
"1779",0,0,1
"1780",0,0,1
"1781",0,0,1
"1782",0,0,1
"1783",0,0,1
"1784",0,0,1
"1785",0,0,1
"1786",0,0,1
"1787",0,0,1
"1788",0,0,1
"1789",0,0,1
"1790",0,0,1
"1791",0,0,1
"1792",0,0,1
"1793",0,0,1
"1794",0,0,1
"1795",0,1,0
"1796",0,1,0
"1797",0,1,0
"1798",0,1,0
"1799",0,1,0
"1800",0,1,0
"1801",0,1,0
"1802",0,1,0
"1803",0,1,0
"1804",0,1,0
"1805",0,1,0
"1806",0,1,0
"1807",0,1,0
"1808",0,1,0
"1809",0,1,0
"1810",0,1,0
"1811",0,1,0
"1812",0,1,0
"1813",0,1,0
"1814",0,1,0
"1815",0,1,0
"1816",0,1,0
"1817",0,1,0
"1818",0,1,0
"1819",0,1,0
"1820",0,1,0
"1821",0,0,1
"1822",0,0,1
"1823",0,0,1
"1824",0,0,1
"1825",0,0,1
"1826",0,0,1
"1827",0,0,1
"1828",0,0,1
"1829",0,0,1
"1830",0,0,1
"1831",0,0,1
"1832",0,0,1
"1833",0,0,1
"1834",0,0,1
"1835",0,0,1
"1836",0,0,1
"1837",0,0,1
"1838",0,0,1
"1839",0,0,1
"1840",0,0,1
"1841",0,0,1
"1842",0,0,1
"1843",0,0,1
"1844",0,0,1
"1845",0,0,1
"1846",0,0,1
"1847",0,1,0
"1848",0,1,0
"1849",0,1,0
"1850",0,1,0
"1851",0,1,0
"1852",0,1,0
"1853",0,1,0
"1854",0,1,0
"1855",0,1,0
"1856",0,1,0
"1857",0,1,0
"1858",0,1,0
"1859",0,1,0
"1860",0,1,0
"1861",0,1,0
"1862",0,1,0
"1863",0,1,0
"1864",0,1,0
"1865",0,1,0
"1866",0,1,0
"1867",0,1,0
"1868",0,1,0
"1869",0,1,0
"1870",0,1,0
"1871",0,1,0
"1872",0,1,0
"1873",0,0,1
"1874",0,0,1
"1875",0,0,1
"1876",0,0,1
"1877",0,0,1
"1878",0,0,1
"1879",0,0,1
"1880",0,0,1
"1881",0,0,1
"1882",0,0,1
"1883",0,0,1
"1884",0,0,1
"1885",0,0,1
"1886",0,1,0
"1887",0,1,0
"1888",0,1,0
"1889",0,1,0
"1890",0,1,0
"1891",0,1,0
"1892",0,1,0
"1893",0,1,0
"1894",0,1,0
"1895",0,1,0
"1896",0,1,0
"1897",0,1,0
"1898",0,1,0
"1899",0,0,1
"1900",0,0,1
"1901",0,1,0
"1902",0,1,0
"1903",0,1,0
"1904",0,1,0
"1905",0,1,0
"1906",0,0,1
"1907",0,1,0
"1908",0,1,0
"1909",0,1,0
"1910",0,1,0
"1911",0,0,1
"1912",0,1,0
"1913",0,1,0
"1914",0,1,0
"1915",0,1,0
"1916",0,1,0
"1917",0,1,0
"1918",0,1,0
"1919",0,1,0
"1920",0,1,0
"1921",0,1,0
"1922",0,1,0
"1923",0,1,0
"1924",0,1,0
"1925",0,1,0
"1926",0,1,0
"1927",0,1,0
"1928",0,1,0
"1929",0,1,0
"1930",0,1,0
"1931",0,1,0
"1932",0,1,0
"1933",0,1,0
"1934",0,1,0
"1935",0,1,0
"1936",0,1,0
"1937",0,1,0
"1938",0,0,1
"1939",0,0,1
"1940",0,0,1
"1941",0,0,1
"1942",0,0,1
"1943",0,0,1
"1944",0,0,1
"1945",0,0,1
"1946",0,0,1
"1947",0,0,1
"1948",0,0,1
"1949",0,0,1
"1950",0,1,0
"1951",0,1,0
"1952",0,1,0
"1953",0,1,0
"1954",0,0,1
"1955",0,0,1
"1956",0,0,1
"1957",0,0,1
"1958",0,0,1
"1959",0,0,1
"1960",0,0,1
"1961",0,0,1
"1962",0,0,1
"1963",0,0,1
"1964",0,1,0
"1965",0,1,0
"1966",0,1,0
"1967",0,1,0
"1968",0,1,0
"1969",0,1,0
"1970",0,1,0
"1971",0,1,0
"1972",0,1,0
"1973",0,1,0
"1974",0,1,0
"1975",0,1,0
"1976",0,1,0
"1977",0,1,0
"1978",0,1,0
"1979",0,1,0
"1980",0,1,0
"1981",0,1,0
"1982",0,1,0
"1983",0,1,0
"1984",0,1,0
"1985",0,1,0
"1986",0,1,0
"1987",0,1,0
"1988",0,1,0
"1989",0,1,0
"1990",0,1,0
"1991",0,1,0
"1992",0,1,0
"1993",0,1,0
"1994",0,1,0
"1995",0,1,0
"1996",0,1,0
"1997",0,1,0
"1998",0,1,0
"1999",0,1,0
"2000",0,1,0
"2001",0,1,0
"2002",0,1,0
"2003",0,1,0
"2004",0,1,0
"2005",0,1,0
"2006",0,1,0
"2007",0,1,0
"2008",0,1,0
"2009",0,1,0
"2010",0,0,1
"2011",0,0,1
"2012",0,0,1
"2013",0,0,1
"2014",0,1,0
"2015",0,1,0
"2016",0,1,0
"2017",0,1,0
"2018",0,1,0
"2019",0,0,1
"2020",0,0,1
"2021",0,0,1
"2022",0,0,1
"2023",0,0,1
"2024",0,0,1
"2025",0,0,1
"2026",0,0,1
"2027",0,0,1
"2028",0,0,1
"2029",0,1,0
"2030",0,1,0
"2031",0,1,0
"2032",0,1,0
"2033",0,1,0
"2034",0,1,0
"2035",0,1,0
"2036",0,1,0
"2037",0,1,0
"2038",0,1,0
"2039",0,1,0
"2040",0,1,0
"2041",0,1,0
"2042",0,1,0
"2043",0,1,0
"2044",0,1,0
"2045",0,1,0
"2046",0,0,1
"2047",0,0,1
"2048",0,0,1
"2049",0,1,0
"2050",0,1,0
"2051",0,1,0
"2052",0,1,0
"2053",0,0,1
"2054",0,0,1
"2055",0,1,0
"2056",0,0,1
"2057",0,0,1
"2058",0,0,1
"2059",0,1,0
"2060",0,1,0
"2061",0,1,0
"2062",0,1,0
"2063",0,1,0
"2064",0,0,1
"2065",0,0,1
"2066",0,0,1
"2067",0,1,0
"2068",0,0,1
"2069",0,0,1
"2070",0,0,1
"2071",0,0,1
"2072",0,0,1
"2073",0,0,1
"2074",0,0,1
"2075",0,0,1
"2076",0,0,1
"2077",0,0,1
"2078",0,0,1
"2079",0,0,1
"2080",0,0,1
